E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16
P51679,,F,T,F,F,P04899,5023,G (i) proteins are involved in hormonal regulation of adenylate cyclase: they inhibit the cyclase in response to beta-adrenergic stimuli,direct stimulatory interaction,,Regulatory,Regulatory,+,CCR4,GNAI2
P51681,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),Contains the guanine nucleotide binding site and alternates between an active GTP-bound state and an inactive GDP-bound state. Inhibits adenylate cyclase activity leading to decreased intracellular cAMP levels,,Regulatory,Regulatory,+,CCR5,GNAI1
P51681,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),negatively regulates chemokine signalling by binding GTP and inhibiting adenylate cyclase and cAMP production,,Regulatory,Regulatory,+,CCR5,GNAI1
P51681,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),GNAI1 found to be regulated by CCR5 causing phosphorylation of Src and downstream proteins PIK3CA and Akt,,Regulatory,Regulatory,+,CCR5,GNAI1
P51681,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),GDP-bound state,,Regulatory,Regulatory,+,CCR5,GNAI1
P51681,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),inhibition of downstream of G protein-coupled receptors,,Regulatory,Regulatory,+,CCR5,GNAI1
P51681,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),GDP-bound state,,Regulatory,Regulatory,+,CCR5,GNAI1
P51681,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,GTPase activity for replacement of GDP by GTP and for G protein-effector interaction,,Regulatory,Regulatory,+,CCR5,GNB1
P51681,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,unknown effect of interaction,,Regulatory,Regulatory,+,CCR5,GNB1
P51681,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,no direct effect known for interaction with CCR5,,Regulatory,Regulatory,+,CCR5,GNB1
P51681,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,modulator or transducer in various transmembrane signalling,,Regulatory,Regulatory,+,CCR5,GNB1
P51681,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,modulator or transducer in various transmembrane signalling systems,,Regulatory,Regulatory,+,CCR5,GNB1
P51681,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,modulator or transducer in various transmembrane signalling,,Regulatory,Regulatory,+,CCR5,GNB1
P51681,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,modulator or transducer in various transmembrane signalling systems. The beta and gamma chains are required for the GTPase activity for replacement of GDP by GTP and for G protein-effector interaction,,Regulatory,Regulatory,+,CCR5,GNG2
P51681,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,unknown effect of interaction,,Regulatory,Regulatory,+,CCR5,GNG2
P51681,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,no direct effect known for interaction with CCR5,,Regulatory,Regulatory,+,CCR5,GNG2
P51681,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,modulator or transducer in transmembrane signalling,,Regulatory,Regulatory,+,CCR5,GNG2
P51681,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,modulator or transducer in various transmembrane signalling systems,,Regulatory,Regulatory,+,CCR5,GNG2
P51681,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,modulator or transducer in transmembrane signalling,,Regulatory,Regulatory,+,CCR5,GNG2
P51681,,F,T,F,F,P63211,3065971,G-protein (t) gamma-T1 subunit,unknown effect of interaction,,Regulatory,Regulatory,+,CCR5,GNGT1
P51681,,F,T,F,F,P63211,3065971,G-protein (t) gamma-T1 subunit,required for the GTPase activity for replacement of GDP by GTP and for G protein-effector interaction,,Regulatory,Regulatory,+,CCR5,GNGT1
P51681,,F,T,F,F,P63211,3065971,G-protein (t) gamma-T1 subunit,no direct effect known for interaction with CCR5,,Regulatory,Regulatory,+,CCR5,GNGT1
P51681,,F,T,F,F,P63211,3065971,G-protein (t) gamma-T1 subunit,modulator or transducer in various transmembrane signalling systems,,Regulatory,Regulatory,+,CCR5,GNGT1
P51684,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,The beta subunit couples with CCR6 to mediate intracellular signalling upon CCL20 binding. It is essential for CCR6 signal transduction,,Regulatory,Regulatory,+,CCR6,GNB1
P51684,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,The gamma subunit forms a complex with the beta subunit and interacts with CCR6 to facilitate signal transduction upon CCL20 binding,,Regulatory,Regulatory,+,CCR6,GNG2
P54756,,F,T,F,F,P04626,1580,protein tyrosine kinase receptor,effect of interaction not known/possible that ERBB2 downstream signalling is activated by interaction with EPHA5,,Tyr Kinase,Tyr Kinase,0,EPHA5,ERBB2
P54756,,F,T,F,F,P04626,1580,receptor tyrosine kinase,Protein tyrosine kinase that is part of several cell surface receptor complexes but that apparently needs a coreceptor for ligand binding. Regulates outgrowth and stabilization of peripheral microtubules (MTs),,Tyr Kinase,Tyr Kinase,0,EPHA5,ERBB2
P54756,,F,T,F,F,P60953,3620831,G protein,Plasma membrane-associated small GTPase which is involved in epithelial cell polarization processes. Regulates the bipolar attachment of spindle microtubules to kinetochores before chromosome congression in metaphase cell migration extension and maintenance of the formation of filopodia in neurons spine formation in Purkinje cells and hippocampal neurons modulates dendritic spine structural plasticity and plays a role in phagocytosis through organization of the F-actin cytoskeleton associated with forming phagocytic cups,,Tyr Kinase,Regulatory,+,EPHA5,CDC42
P54762,,F,T,F,F,P04626,1580,Protein tyrosine kinase that is part of several cell surface receptor complexes,,,Tyr Kinase,Tyr Kinase,0,EPHB1,ERBB2
P54762,,F,T,F,F,O00560,6866,Multifunctional adapter protein involved in diverse array of functions including trafficking of transmembrane proteins neuro and immunomodulation exosome biogenesis and tumorigenesis,inhibitory,,Tyr Kinase,Adapter protein,0,EPHB1,SDCBP
P54762,,F,T,F,F,Q8N5V2,7465,Acts as a guanine nucleotide exchange factor (GEF) which differentially activates the GTPases RHOA RAC1 and CDC42,stimulatory relationship promoting RhoA activation during EphA4-mediated cell signalling. Acts as a guanine nucleotide exchange factor (GEF) which differentially activates the GTPases RHOA RAC1 and CDC42,,Tyr Kinase,Regulatory,+,EPHB1,Ephexin-1
P54764,,F,T,F,F,P04626,1580,receptor tyrosine kinase,unknown effect of interaction,,Tyr Kinase,Tyr Kinase,0,EPHA4,ERBB2
P54764,,F,T,F,F,P04626,1580,receptor tyrosine kinase,Protein tyrosine kinase that is part of several cell surface receptor complexes but that apparently needs a coreceptor for ligand binding. Regulates outgrowth and stabilization of peripheral microtubules (MTs),,Tyr Kinase,Tyr Kinase,0,EPHA4,ERBB2
P63096,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),no direct relationship,,Regulatory,Regulatory,+,AGTR2,GNAI1
P63096,,F,T,F,F,P04899,,Regulatory,The G(i) proteins are involved in hormonal regulation of adenylate cyclase: they inhibit the cyclase in response to beta-adrenergic stimuli.,,Regulatory,Regulatory,+,AGTR2,GNAI2
P63096,,F,T,F,F,P50148,,Guanine nucleotide-binding protein G(q) subunit alpha,"Ligand activation of AGTR2 stimulates the binding of GTP to the GNAQ,which is coupled to activation of phospholipase C-gamma and the generation of inositol-triphosphate (IP3) and diacylglycerol (DAG). The IP3 second messenger causes release of calcium into the cytoplasm from calciosomes and togther with the DAG stimulates PKCa,PKCb and PKCg isoforms.",,Regulatory,Regulatory,+,AGTR2,GNAQ
P63096,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,no direct interaction,,Regulatory,Regulatory,+,AGTR2,GNB1
P63096,,F,T,F,F,P62879,16073,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-2,no direct relationship,,Regulatory,Regulatory,+,AGTR2,GNB2
P63096,,F,T,F,F,O14775,14087201,modulator,no direct interaction,,Regulatory,Regulatory,+,AGTR2,GNB5
Q01344,,F,T,F,F,O00560,6866,Adapter protein,Interacts with IL-5RA and is required for IL-5 mediated activation of SOX4,,Regulatory,Adaptor/scaffold,+,IL5RA,SDCBP
Q01718,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,unknown effect of interaction,,Regulatory,Regulatory,+,MC2R,GNB1
Q01718,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,unknown effect of interaction,,Regulatory,Regulatory,+,MC2R,GNG2
Q01718,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,G (i)/G (s)/G (o) that acts downstream of ACTHR in signal transduction post ACTHR activation,,Regulatory,Regulatory,+,MC2R,GNG2
Q01726,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,The beta subunit couples with MC1R to mediate intracellular signalling upon ligand binding. It is essential for G protein-coupled receptor signal transduction,,Regulatory,Regulatory,+,MC1R,GNB1
Q01726,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,The gamma subunit forms a complex with the beta subunit and interacts with MC1R to facilitate signal transduction. It plays a crucial role in G protein-coupled receptor signalling,,Regulatory,Regulatory,+,MC1R,GNG2
Q01726,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,G (i)/G (s)/G (o) subunits involved in downstream signalling post ADRA2A activation,,Regulatory,Regulatory,+,MC1R,GNG2
Q01726,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,acts as a modulator or transducer in various transmembrane signalling systems,,Regulatory,Regulatory,+,MC1R,GNG2
Q02643,,F,T,F,F,Q5JWF2,1834,Guanine nucleotide-binding protein G (s) subunit alpha isoforms Xlas,stimulatory relationship,,Regulatory,Regulatory,+,GHRHR,GNAS
Q02643,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,stimulatory effect on downstream signalling,,Regulatory,Regulatory,+,GHRHR,GNB1
Q02643,,F,T,F,F,P62879,16073,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-2,stimulatory relationship,,Regulatory,Regulatory,+,GHRHR,GNB2
Q02643,,F,T,F,F,O14775,14087201,Enhances GTPase-activating protein (GAP) activity of regulator of G protein signalling (RGS) proteins,no direct relationship,,Regulatory,Regulatory,+,GHRHR,GNB5
Q02643,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,stimulatory relationship with the growth hormone-releasing hormone receptor by coupling with G proteins to activate downstream signalling pathways,,Regulatory,Regulatory,+,GHRHR,GNG2
Q02763,,F,T,F,F,P04626,1580,receptor tyrosine kinase,Protein tyrosine kinase that is part of several cell surface receptor complexes but that apparently needs a coreceptor for ligand binding. Regulates outgrowth and stabilization of peripheral microtubules (MTs),,Tyr Kinase,Tyr Kinase,0,TIE2,ERBB2
Q02763,,F,T,F,F,P35590,1972,receptor tyrosine kinase,Transmembrane tyrosine-protein kinase that may modulate TEK/TIE2 activity and contribute to the regulation of angiogenesis,,Tyr Kinase,Tyr Kinase,0,TIE2,TIE1
Q03431,,F,T,F,F,Q5JWF2,1834,G-protein alpha subunit,GNAS is coupled to PTH1R and upon activation of PTH1R GNAS is released and stimulates adenylate cyclase leading to increased cAMP production and PKA activation,,Regulatory,Regulatory,+,PTH1R,GNAS
Q03431,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,interaction of the Gbetagamma complex was found to indirectly link the Galpha subunit to the receptor and the Gbetagamma subunit was found to be necessary for PTH1R signalling,,Regulatory,Regulatory,+,PTH1R,GNB1
Q03431,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,interaction of the Gbetagamma complex was found to indirectly link the Galpha subunit to the receptor and the Gbetagamma subunit was found to be necessary for PTH1R signalling,,Regulatory,Regulatory,+,PTH1R,GNG2
Q04912,,F,T,F,F,P04626,1580,Receptor tyrosine kinase,Protein tyrosine kinase that is part of several cell surface receptor complexes,,Tyr Kinase,Tyr Kinase,0,MST1R,ERBB2
Q12879,,F,T,F,F,P29074,19076,Phosphatase,Unknown,,Regulatory,Phosphatase,0,GRIN2A,PTPN4
Q14832,,F,T,F,F,Q9UBS5,11880,GABA receptor subunit that forms heterodimers for inhibitory neurotransmission,no direct relationship,,Regulatory,Regulatory,+,GRM3,GABBR1
Q14832,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),no direct relationship,,Regulatory,Regulatory,+,GRM3,GNAI1
Q14832,,F,T,F,F,P04899,5023,G proteins act as signal transducers downstream of G protein-coupled receptors,no direct relationship,,Regulatory,Regulatory,+,GRM3,GNAI2
Q14832,,F,T,F,F,P63092,1834,Guanine nucleotide-binding protein G (s) subunit alpha,no direct relationship,,Regulatory,Regulatory,+,GRM3,GNAS
Q15303,,F,T,F,F,Q06124,1103,Tyrosine-protein phosphatase non-receptor type 11,Interaction with ERBB4 allows for the transduction of signals by PTPN11,,Tyr Kinase,Phosphatase,0,ERBB4,PTPN11
Q15303,,F,T,F,F,Q06124,1103,Tyrosine-protein phosphatase non-receptor type 11,acts downstream of receptor tyrosine kinases,,Tyr Kinase,Phosphatase,0,ERBB4,PTPN11
Q15303,,F,T,F,F,Q06124,1103,Tyrosine-protein phosphatase non-receptor type 11,unknown effect of interaction,,Tyr Kinase,Phosphatase,0,ERBB4,PTPN11
Q15303,,F,T,F,F,Q06124,1103,Tyrosine-protein phosphatase non-receptor type 11,unknown effect of interaction,,Tyr Kinase,Phosphatase,0,ERBB4,PTPN11
Q15303,,F,T,F,F,Q06124,1103,Tyrosine-protein phosphatase non-receptor type 11,Dephosphorylates and inactivates ERBB4,,Tyr Kinase,Phosphatase,0,ERBB4,PTPN11
Q15303,,F,T,F,F,Q12816,17587,Cell adhesion protein,No known effect of interaction,,Tyr Kinase,Structural,0,ERBB4,TRO
Q15303,,F,T,F,F,Q12816,17587,cell adhesion transmembrane protein,unknown effect of interaction,,Tyr Kinase,Structural,0,ERBB4,TRO
Q15303,,F,T,F,F,Q12816,17587,cell adhesion transmembrane protein,unknown effect of interaction,,Tyr Kinase,Structural,0,ERBB4,TRO
Q15303,,F,T,F,F,Q96JA1,13910,immunoglobulin-like protein,modulates receptor endocytosis and signalling,,Tyr Kinase,Metabolic,-,ERBB4,LRIG1
Q15303,,F,T,F,F,Q96JA1,13910,Negative feedback regulator for receptor tyrosine kinase by enhancing their ubiquitination which leads to their proteasomal degradation,Ubiquitinates ERBB4 for proteasomal degradation,,Tyr Kinase,Metabolic,-,ERBB4,LRIG1
Q15303,,F,T,F,F,Q96JA1,13910,Negative regulator of receptor tyrosine kinases,Downregulates ERBB4 expression and signalling,,Tyr Kinase,Metabolic,-,ERBB4,LRIG1
Q15303,,F,T,F,F,Q96JA1,13910,transmembrane protein,inhibits ERBB4 signalling by supressing receptor levels and half life and enhances ligand-stimulated receptor ubiquitylation,,Tyr Kinase,Metabolic,-,ERBB4,LRIG1
Q15303,,F,T,F,F,Q96JA1,13910,transmembrane protein,inhibits ERBB4 signalling by supressing receptor levels and half life and enhances ligand-stimulated receptor ubiquitylation,,Tyr Kinase,Metabolic,-,ERBB4,LRIG1
Q15303,,F,T,F,F,P04626,1580,protein tyrosine kinase,involved in cellular growth and differentiation,,Tyr Kinase,Tyr Kinase,+,ERBB4,ERBB2
Q15303,,F,T,F,F,P04626,1580,receptor tyrosine kinase,dimerizes with ERBB4 and results in tyrosine phosphorylation and activation of the receptors leading to downstream signal transduction,,Tyr Kinase,Tyr Kinase,+,ERBB4,ERBB2
Q15303,,F,T,F,F,P04626,1580,receptor tyrosine kinase,dimerizes with ERBB4 and results in tyrosine phosphorylation and activation of the receptors leading to downstream signal transduction,,Tyr Kinase,Tyr Kinase,+,ERBB4,ERBB2
Q15303,,F,T,F,F,P21860,830,receptor tyrosine kinase,dimerizes with ERBB4 and results in tyrosine phosphorylation and activation of the receptors leading to downstream signal transduction,,Tyr Kinase,Tyr Kinase,+,ERBB4,ERBB3
Q15303,,F,T,F,F,P21860,830,receptor tyrosine kinase,dimerizes with ERBB4 and results in tyrosine phosphorylation and activation of the receptors leading to downstream signal transduction,,Tyr Kinase,Tyr Kinase,+,ERBB4,ERBB3
Q15722,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),Guanine nucleotide-binding protein G (i) subunit alpha-1 upon ligand binding GPCR facilitates the exchange of GDP for GTP on the G protein alpha subunit that leads to activation and dissociation. It interacts with activated LTB4R to inhibit adenylyl cyclase and regulate downstream signalling pathways. This interaction is crucial for LTB4R-mediated cellular responses including chemotaxis and inflammatory processes,,Regulatory,Regulatory,+,LTB4R,GNAI1
Q15722,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),Guanine nucleotide-binding protein G (i) subunit alpha-1 upon ligand binding GPCR facilitates the exchange of GDP for GTP on the G protein alpha subunit that leads to activation and dissociation. It interacts with activated LTB4R to inhibit adenylyl cyclase and regulate downstream signalling pathways. This interaction is crucial for LTB4R-mediated cellular responses including chemotaxis and inflammatory processes,,Regulatory,Regulatory,+,LTB4R,GNAI1
Q15722,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),Interacting trimeric G protein alpha  inhibitory-1 subunit,,Regulatory,Regulatory,+,LTB4R,GNAI1
Q15722,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),Guanine nucleotide-binding protein G (i) subunit alpha-1 upon ligand binding GPCR facilitates the exchange of GDP for GTP on the G protein alpha subunit that leads to activation and dissociation. It interacts with activated LTB4R to inhibit adenylyl cyclase and regulate downstream signalling pathways. This interaction is crucial for LTB4R-mediated cellular responses including chemotaxis and inflammatory processes,,Regulatory,Regulatory,+,LTB4R,GNAI1
Q15722,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1 is anchored to the plasma membrane and is associated with the inactive GPCR and couples with activated LTB4R to mediate PI3K/AKT and MAPK intracellular signalling upon leukotriene B4 binding,,Regulatory,Regulatory,+,LTB4R,GNB1
Q15722,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1 is anchored to the plasma membrane and is associated with the inactive GPCR and couples with activated LTB4R to mediate PI3K/AKT and MAPK intracellular signalling upon leukotriene B4 binding,,Regulatory,Regulatory,+,LTB4R,GNB1
Q15722,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1 is anchored to the plasma membrane and is associated with the inactive GPCR and couples with activated LTB4R to mediate PI3K/AKT and MAPK intracellular signalling upon leukotriene B4 binding,,Regulatory,Regulatory,+,LTB4R,GNB1
Q15722,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,Interacting trimeric G protein beta-1 subunit,,Regulatory,Regulatory,+,LTB4R,GNB1
Q15722,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2 that prior to ligand binding the heterotrimeric G protein (alpha + beta + gamma) is anchored to the plasma membrane and is associated with the inactive GPCR. It forms a complex with the beta subunit and interacts with LTB4R to facilitate signal transduction. It plays a crucial role in LTB4R-mediated G protein-coupled receptor signalling leading to various cellular events such as calcium mobilization and cell migration,,Regulatory,Regulatory,+,LTB4R,GNG2
Q15722,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2 that prior to ligand binding the heterotrimeric G protein (alpha + beta + gamma) is anchored to the plasma membrane and is associated with the inactive GPCR. It forms a complex with the beta subunit and interacts with LTB4R to facilitate signal transduction. It plays a crucial role in LTB4R-mediated G protein-coupled receptor signalling leading to various cellular events such as calcium mobilization and cell migration,,Regulatory,Regulatory,+,LTB4R,GNG2
Q15722,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,Interacting trimeric G protein gamma -2 subunit,,Regulatory,Regulatory,+,LTB4R,GNG2
Q15722,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2 that prior to ligand binding the heterotrimeric G protein (alpha + beta + gamma) is anchored to the plasma membrane and is associated with the inactive GPCR. It forms a complex with the beta subunit and interacts with LTB4R to facilitate signal transduction. It plays a crucial role in LTB4R-mediated G protein-coupled receptor signalling leading to various cellular events such as calcium mobilization and cell migration,,Regulatory,Regulatory,+,LTB4R,GNG2
Q15825,,F,T,F,F,P63098,19752,Calcineurin subunit B type 1,regulatory subunit of calcineurin and confers calcium sensitivity,,Regulatory,Phosphatase,0,CHRNA6,PPP3R1
Q16288,,F,T,F,F,P04626,1580,receptor tyrosine kinase,mediates cellular growth and survival signalling,,Tyr Kinase,Tyr Kinase,0,NTRK3,ERBB2
Q16288,,F,T,F,F,P18031,1134,phosphatase,regulates signalling by dephosphorylating tyrosine residues,,Tyr Kinase,Phosphatase,0,NTRK3,PTPN1
Q16288,,F,T,F,F,Q16827,14604,Receptor-type tyrosine-protein phosphatase O,Possesses tyrosine phosphatase activity. Plays a role in regulating the glomerular pressure/filtration rate relationship through an effect on podocyte structure and function. Belongs to the protein-tyrosine phosphatase family. Receptor class 3 subfamily,,Tyr Kinase,Phosphatase,0,NTRK3,PTPRO
Q16288,,F,T,F,F,P19174,1029,enzyme,hydrolyzes phosphatidylinositol to generate second messengers,,Tyr Kinase,Metabolic,+,NTRK3,PLCG1
Q16620,,F,T,F,F,P04626,1580,receptor tyrosine kinase,regulates outgrowth and stabilization of peripheral microtubules (MTs) and involved in multiple cell surface receptor complexes for cell survival and growth,,Tyr Kinase,Tyr Kinase,0,NTRK2,ERBB2
Q16620,,F,T,F,F,P19174,1029,enzyme,mediates the production of the second messenger molecules diacylglycerol (DAG) and inositol 1,,Tyr Kinase,Metabolic,+,NTRK2,PLCG1
Q6NW40,,F,T,F,F,O00238,,Receptor-serine kinase,RGMB Member of the repulsive guidance molecule (RGM) family that contributes to the patterning of the developing nervous system. Acts as a bone morphogenetic protein (BMP) coreceptor that potentiates BMP signalling. BMP10 binds to BMPR2 to activate signalling pathways involved in bone and tissue development.,,Regulatory,Ser/Thr Kinase,+,RGMB,BMPR1B
Q6UWB1,,F,T,F,F,P04439,11968085,antigen presenting major histocompatibility complex class I,IL27 will upregulate HLA-A expression,,Regulatory,Regulatory,+,IL27RA,HLA-A
Q8NI17,,F,T,F,F,P25705,6894,ATP synthase,Unknown,,Regulatory,Metabolic,0,IL31RA,ATP5F1A
Q8NI17,,F,T,F,F,P06576,15702,ATP synthase,Unknown,,Regulatory,Metabolic,0,IL31RA,ATP5F1B
Q8NI17,,F,T,F,F,P36542,11729,ATP synthase,Unknown,,Regulatory,Metabolic,0,IL31RA,ATP5F1C
Q8NI17,,F,T,F,F,P30049,24008,ATP synthase,Unknown,,Regulatory,Metabolic,0,IL31RA,ATP5F1D
Q92847,,F,T,F,F,P63096,17463,G-alpha protein G ( (i/o/t/z)),direct inhibitory effect on adenylate cyclase reducing cAMP production and thus inhibiting downstream signalling pathways,,Regulatory,Regulatory,+,GHSR,GNAI1
Q92847,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,inhibitory in regulating AdipoR1-mediated signalling pathways,,Regulatory,Regulatory,+,GHSR,GNB1
Q96G91,,F,T,F,F,Q9NVP1,9228,ATP-dependent RNA helicase,Unknown,,Regulatory,Metabolic,0,P2RY11,DDX18
Q99650,,F,T,F,F,P04626,1580,Receptor tyrosine kinase,Unknown,,Tyr Kinase,Tyr Kinase,0,OSMR,ERBB2
Q99665,,F,T,F,F,O00148,8720,ATP-dependent RNA helicase,No known effect of interaction,,Regulatory,Metabolic,0,IL12RB2,DDX39A
Q9GZQ4,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,Guanine nucleotide-binding proteins are involved as a transducer for downstream signalling. The beta chain is required for the GTPase activity for replacement of GDP by GTP.,,Regulatory,Regulatory,+,NMUR2,GNB1
Q9GZQ4,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,direct effect of interaction unknown,,Regulatory,Regulatory,+,NMUR2,GNB1
Q9GZQ4,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,Guanine nucleotide-binding proteins are involved as a transducer for downstream signalling. The gamma chain is required for the GTPase activity for replacement of GDP by GTP.,,Regulatory,Regulatory,+,NMUR2,GNG2
Q9GZQ4,,F,T,F,F,P59768,8445,Guanine nucleotide-binding protein G (I)/G (S)/G (O) subunit gamma-2,direct effect of interaction unknown,,Regulatory,Regulatory,+,NMUR2,GNG2
Q9HB89,,F,T,F,F,Q9HAV0,7293,G-protein beta subunit modulating signal transduction pathways,"Guanine nucleotide-binding proteins (G proteins) are involved as a modulator or transducer in various transmembrane signaling systems. The beta and gamma chains are required for the GTPase activity,for replacement of GDP by GTP,and for G protein-effector interaction.",,Regulatory,Regulatory,+,NMUR1,G-beta 4
Q9HB89,,F,T,F,F,O60262,14114100,Guanine nucleotide-binding protein G (I)/G (O) subunit gamma-11,Stimulatory when associates with beta subunits following dissociation following stimulation of NMUR1 with ligand binding.,,Regulatory,Regulatory,+,NMUR1,G-gamma 11
Q9HB89,,F,T,F,F,P16520,7291,G-protein beta subunit that regulates signalling downstream of GPCRs,slightly stimulatory interacts in NMUR2-mediated pathways,,Regulatory,Regulatory,+,NMUR1,GBB3
Q9HB89,,F,T,F,F,P63218,11965000,Guanine nucleotide-binding protein G (I)/G (O) subunit gamma-5,slightly stimulatory,,Regulatory,Regulatory,+,NMUR1,GBG5
Q9HB89,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,transduces NMUR1 signalling by increasing transient outward potassium currents in dorsal root ganglion neurons leading to neuronal hypoexcitability mediated by the activation of PKA and ERK1/2 pathways,,Regulatory,Regulatory,+,NMUR1,GNB1
Q9HB89,,F,T,F,F,P62873,8443,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-1,slightly stimulatory mediates signal transduction of NMUR2,,Regulatory,Regulatory,+,NMUR1,GNB1
Q9HB89,,F,T,F,F,P62879,16073,Guanine nucleotide-binding protein G (I)/G (S)/G (T) subunit beta-2,slightly stimulatory participates in NMUR2 signalling,,Regulatory,Regulatory,+,NMUR1,GNB2
